name,set,series,release_date,rarity,supertype,subtypes,types,hp,artist,market_price_usd
Morpeko,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Lightning,80,Hitoshi Ariga,0.52
Chandelure,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 2,Fire,140,Taira Akitsu,0.42
Heatmor,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Basic,Fire,120,Satoshi Shirai,0.21
Cloyster,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Water,130,MAHOU,0.21
Snorlax,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Colorless,150,Tika Matsuno,31.89
Galarian Darmanitan VMAX,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo VMAX,Pokémon,VMAX,Water,320,5ban Graphics,1.21
Scrafty,Champion's Path,Sword & Shield,2020/09/25,Rare Holo,Pokémon,Stage 1,Darkness,120,tetsuya koizumi,0.12
Zacian,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Metal,130,Kouki Saitou,3.59
Trubbish,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Darkness,60,nagimiso,0.18
Cinderace V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Fire,210,5ban Graphics,0.96
Krabby,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,80,ryoma uratsuka,0.21
Galarian Mr. Rime,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Water,120,Naoki Saito,0.31
Cinderace VMAX,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo VMAX,Pokémon,VMAX,Fire,320,5ban Graphics,3.0
Zamazenta,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Metal,130,Kouki Saitou,3.91
Chewtle,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Water,80,kirisAki,0.12
Suicune,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Basic,Water,120,so-taro,0.95
Krabby,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,80,miki kudo,0.33
Inkay,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Darkness,60,sui,0.14
Feebas,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,30,HYOGONOSUKE,0.31
Malamar,Champion's Path,Sword & Shield,2020/09/25,Uncommon,Pokémon,Stage 1,Darkness,120,kawayoo,0.16
Decidueye,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Grass,140,Souichirou Gunjima,6.47
Kingler,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Water,130,tetsuya koizumi,0.44
Drednaw,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Water,140,Taira Akitsu,0.07
Galarian Mr. Mime,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Water,80,kirisAki,0.09
Milotic,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Stage 1,Water,120,AKIRA EGAWA,0.73
Goldeen,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,70,Suwama Chiaki,0.07
Galarian Mr. Rime,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Water,110,Mitsuhiro Arita,0.59
Nickit,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Darkness,70,Naoki Saito,0.18
Arctozolt,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Lightning,130,Hasuno,43.42
Cramorant,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Basic,Water,110,Sanosuke Sakuma,0.27
Hydreigon,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Darkness,160,Taira Akitsu,8.37
Arrokuda,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Water,60,Hitoshi Ariga,0.14
Relicanth,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Basic,Water,90,MAHOU,0.03
Duraludon V,Champion's Path,Sword & Shield,2020/09/25,Rare Holo V,Pokémon,"Basic, V",Metal,220,aky CG Works,0.95
Goldeen,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,70,SATOSHI NAKAI,0.05
Magikarp,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Water,30,kanahei,18.83
Panpour,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,60,ryoma uratsuka,0.25
Barraskewda,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Water,120,Akira Komayama,0.3
Swablu,Champion's Path,Sword & Shield,2020/09/25,Common,Pokémon,Basic,Colorless,50,0313,0.19
Gyarados,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 1,Water,180,hatachu,3.31
Kangaskhan,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Colorless,130,HYOGONOSUKE,11.62
Seaking,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Water,110,Shibuzoh.,0.12
Lapras,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Basic,Water,130,Kazuma Koda,0.77
Wingull,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Water,70,0313,0.34
Pikachu V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Lightning,190,Saki Hayashiro,2.34
Altaria,Champion's Path,Sword & Shield,2020/09/25,Rare Holo,Pokémon,Stage 1,Colorless,110,Taira Akitsu,0.22
Pikachu,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Lightning,60,Hitoshi Ariga,10.17
Simipour,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Water,100,Shigenori Negishi,0.31
Hatenna,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Psychic,60,Misa Tsutsui,0.52
Galarian Darumaka,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,70,Shin Nagasawa,0.27
Pelipper,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Water,120,Eri Yamaki,0.03
Pikachu VMAX,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo VMAX,Pokémon,VMAX,Lightning,310,aky CG Works,12.71
Lapras V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Water,210,Hasuno,3.0
Milotic V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Water,210,Ayaka Yoshida,3.47
Lapras VMAX,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo VMAX,Pokémon,VMAX,Water,320,5ban Graphics,6.32
Flareon,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Fire,110,You Iribi,8.92
Voltorb,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Lightning,60,Sekio,0.22
Galarian Darmanitan,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Water,140,Masakazu Fukuda,0.31
Electrode,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Stage 1,Lightning,90,sui,0.35
Qwilfish,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Basic,Water,90,Midori Harada,0.11
Eevee,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Colorless,60,You Iribi,11.46
Tympole,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Water,60,Aya Kusube,0.1
Palpitoad,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Water,90,MAHOU,0.32
Mantine,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Basic,Water,110,Jumpei Akasaka,0.48
Jolteon,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Lightning,100,Mizue,0.5
Vanillite,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,60,Sanosuke Sakuma,0.05
Galarian Sirfetch'd V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Fighting,210,PLANETA Tsuji,1.16
Eternatus V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Darkness,220,5ban Graphics,2.66
Zapdos,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Basic,Lightning,110,AKIRA EGAWA,0.5
Vanillish,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Water,80,Shibuzoh.,0.3
Seismitoad,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 2,Water,170,SATOSHI NAKAI,0.25
Keldeo V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Water,210,PLANETA Igarashi,1.25
Vanilluxe,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 2,Water,150,kodama,0.32
Ampharos V,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo V,Pokémon,"Basic, V",Lightning,210,Ryuta Fuse,1.04
Sobble,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,60,Megumi Mizutani,0.05
Galarian Darumaka,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Water,80,Akira Komayama,0.3
Eternatus VMAX,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,VMAX,Darkness,340,5ban Graphics,2.32
Galarian Darmanitan,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Water,140,Kouki Saitou,0.5
Raikou,Vivid Voltage,Sword & Shield,2020/11/13,Amazing Rare,Pokémon,Basic,Lightning,110,Hideki Ishikawa,6.33
Eldegoss,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Grass,80,Mina Nakai,0.94
Inteleon V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Water,200,5ban Graphics,0.78
Electrike,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Lightning,60,Kyoko Umemoto,0.08
Cubchoo,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,70,Saya Tsuruta,0.04
Drednaw,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Water,130,Anesaki Dynamic,1.7
Sobble,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,70,Hitoshi Ariga,0.32
Inteleon VMAX,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo VMAX,Pokémon,VMAX,Water,320,5ban Graphics,1.67
Beartic,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Water,140,Masakazu Fukuda,0.34
Manectric,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Lightning,120,SATOSHI NAKAI,0.27
Centiskorch,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Fire,130,nagimiso,1.28
Cramorant,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Basic,Water,110,Mitsuhiro Arita,0.47
Drizzile,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Water,90,Naoki Saito,0.87
Wishiwashi,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,30,sui,0.05
Drizzile,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Water,90,Mizue,0.19
Dubwool V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Colorless,210,5ban Graphics,0.55
Arrokuda,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Water,60,Mina Nakai,0.28
Mareanie,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Water,70,Tomokazu Komiya,0.38
Blitzle,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Lightning,60,Saya Tsuruta,0.07
Toxapex,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Water,130,Masakazu Fukuda,0.09
Zebstrika,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Lightning,110,0313,0.06
Charizard V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Fire,220,5ban Graphics,12.41
Barraskewda,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Water,120,Kouki Saitou,0.48
Inteleon,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 2,Water,160,Kagemaru Himeno,0.61
Inteleon,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 2,Water,160,Akira Komayama,0.33
Lapras,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Water,130,Megumi Higuchi,7.52
Joltik,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Lightning,40,Sumiyoshi Kizuki,0.14
Eiscue,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Basic,Water,120,Kagemaru Himeno,0.64
Dracovish,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Stage 1,Water,150,Hitoshi Ariga,1.35
Eiscue V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Water,210,PLANETA Tsuji,1.29
Arctovish,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Water,150,Shin Nagasawa,0.87
Gengar,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Psychic,110,Shibuzoh.,128.35
Galvantula,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Lightning,90,Shigenori Negishi,0.11
Chewtle,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,80,Mina Nakai,0.07
Voltorb,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Lightning,50,Hasegawa Saki,0.03
Drednaw,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Water,130,Hitoshi Ariga,0.19
Tynamo,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Lightning,40,sowsow,0.07
Mareep,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Lightning,60,sowsow,0.06
Machamp,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Fighting,170,SATOSHI NAKAI,4.88
Coalossal,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Fighting,160,Shigenori Negishi,1.25
Flaaffy,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Stage 1,Lightning,90,Tomokazu Komiya,0.45
Electrode,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Lightning,90,otumami,0.08
Eelektrik,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Lightning,90,Masakazu Fukuda,0.21
Cramorant,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Basic,Water,110,Shin Nagasawa,0.21
Hatterene V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Psychic,200,PLANETA Igarashi,0.8
Ampharos,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 2,Lightning,150,kodama,0.24
Electabuzz,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Lightning,90,Midori Harada,0.27
Eelektross,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 2,Lightning,160,tetsuya koizumi,0.04
Snom,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Water,50,Mina Nakai,0.13
Electrike,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Lightning,60,Yumi,0.06
Frosmoth,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 1,Water,90,Kagemaru Himeno,0.41
Electivire,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Lightning,140,tetsuya koizumi,0.6
Morpeko V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Lightning,170,5ban Graphics,1.51
Zekrom,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Basic,Lightning,130,hatachu,0.43
Manectric,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Lightning,110,nagimiso,0.35
Zeraora,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Basic,Lightning,100,so-taro,0.52
Grimmsnarl V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Darkness,220,5ban Graphics,1.02
Pikachu,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Lightning,60,Ryuta Fuse,0.71
Shinx,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Lightning,60,Uta,0.33
Drednaw V,Champion's Path,Sword & Shield,2020/09/25,Rare Ultra,Pokémon,"Basic, V",Water,210,aky CG Works,1.43
Alcremie,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Psychic,110,sui,10.65
Vikavolt V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Lightning,210,Ayaka Yoshida,0.85
Pincurchin,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Basic,Lightning,80,Kouki Saitou,0.24
Raichu,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Lightning,130,Hasuno,0.26
Luxio,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Lightning,90,ryoma uratsuka,0.29
Clefairy,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,60,HYOGONOSUKE,0.39
Galarian Obstagoon,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Darkness,160,Hasuno,1.54
Gardevoir V,Champion's Path,Sword & Shield,2020/09/25,Rare Ultra,Pokémon,"Basic, V",Psychic,210,PLANETA Mochizuki,4.8
Luxray,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 2,Lightning,160,Hasuno,0.43
Chinchou,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Lightning,70,Sumiyoshi Kizuki,0.07
Galarian Cursola V,Champion's Path,Sword & Shield,2020/09/25,Rare Ultra,Pokémon,"Basic, V",Psychic,190,5ban Graphics,1.89
Tapu Koko,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Basic,Lightning,110,Hasuno,0.39
Duraludon,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Metal,130,Kazuma Koda,1.85
Chinchou,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Lightning,60,Yukiko Baba,0.05
Helioptile,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Lightning,70,0313,0.26
Clefable,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Psychic,100,Saya Tsuruta,0.65
Girafarig,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Basic,Psychic,90,sowsow,0.14
Pikachu V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Lightning,190,Ryota Murayama,5.62
Heliolisk,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Lightning,110,SATOSHI NAKAI,0.24
Lanturn,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Stage 1,Lightning,120,Naoyo Kimura,0.19
Grapploct V,Champion's Path,Sword & Shield,2020/09/25,Rare Ultra,Pokémon,"Basic, V",Fighting,210,PLANETA Igarashi,1.36
Shedinja,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Basic,Psychic,30,Tomokazu Komiya,0.64
Joltik,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Lightning,50,Motofumi Fujiwara,0.05
Charjabug,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Stage 1,Lightning,90,Masakazu Fukuda,0.18
Toxel,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Lightning,70,Akira Komayama,0.27
Eternatus V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Darkness,220,5ban Graphics,1.29
Shuppet,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,60,Miki Tanaka,0.26
Vikavolt,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo,Pokémon,Stage 2,Lightning,150,kawayoo,0.53
Charizard VMAX,Champion's Path,Sword & Shield,2020/09/25,Rare Rainbow,Pokémon,VMAX,Fire,330,aky CG Works,233.74
Toxtricity,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Stage 1,Lightning,120,Shin Nagasawa,0.47
Eevee V,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,"Basic, V",Colorless,190,Kagemaru Himeno,6.13
Galvantula,Sword & Shield,Sword & Shield,2020/02/07,Uncommon,Pokémon,Stage 1,Lightning,100,otumami,0.36
Pincurchin,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Basic,Lightning,80,Shin Nagasawa,0.3
Charizard,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 2,Fire,170,NC Empire,580.92
Banette,Vivid Voltage,Sword & Shield,2020/11/13,Rare,Pokémon,Stage 1,Psychic,90,kodama,0.38
Boltund V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Lightning,200,aky CG Works,1.36
Drednaw VMAX,Champion's Path,Sword & Shield,2020/09/25,Rare Rainbow,Pokémon,VMAX,Water,320,aky CG Works,6.6
Tapu Koko V,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo V,Pokémon,"Basic, V",Lightning,200,PLANETA Tsuji,1.03
Duskull,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,60,nagimiso,0.12
Dracozolt,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Lightning,160,Misa Tsutsui,0.73
Donphan,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Fighting,150,Eri Yamaki,3.9
Yamper,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Lightning,70,Akira Komayama,0.41
Gardevoir VMAX,Champion's Path,Sword & Shield,2020/09/25,Rare Rainbow,Pokémon,VMAX,Psychic,320,5ban Graphics,19.31
Toxel,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Lightning,70,nagimiso,0.34
Arctozolt,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo,Pokémon,Stage 1,Lightning,130,Hitoshi Ariga,2.0
Dusclops,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Psychic,90,Kazuma Koda,0.1
Jigglypuff,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Psychic,70,Motofumi Fujiwara,0.4
Toxtricity,Rebel Clash,Sword & Shield,2020/05/01,Rare,Pokémon,Stage 1,Lightning,130,TOKIYA,0.41
Yamper,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Lightning,70,Saya Tsuruta,0.08
Snorlax,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Colorless,130,Narumi Sato,229.56
Wigglytuff,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Psychic,120,Lee HyunJung,0.34
Lugia,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Colorless,130,kodama,44.12
Toxtricity V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Lightning,210,5ban Graphics,1.17
Boltund,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 1,Lightning,130,Misa Tsutsui,0.44
Dusknoir,Vivid Voltage,Sword & Shield,2020/11/13,Rare Holo,Pokémon,Stage 2,Psychic,150,Shigenori Negishi,0.33
Mew V,Darkness Ablaze,Sword & Shield,2020/08/14,Rare Holo V,Pokémon,"Basic, V",Psychic,180,PLANETA Mochizuki,6.85
Chimecho,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,70,Asako Ito,0.47
Grookey,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Grass,60,Akira Komayama,1.13
Toxtricity VMAX,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo VMAX,Pokémon,VMAX,Lightning,320,5ban Graphics,4.8
Charizard V,Champion's Path,Sword & Shield,2020/09/25,Rare Secret,Pokémon,"Basic, V",Fire,220,5ban Graphics,261.05
Snubbull,Darkness Ablaze,Sword & Shield,2020/08/14,Common,Pokémon,Basic,Psychic,80,otumami,0.08
Boltund,Sword & Shield,Sword & Shield,2020/02/07,Rare Holo,Pokémon,Stage 1,Lightning,120,Kouki Saitou,0.36
Pincurchin V,Rebel Clash,Sword & Shield,2020/05/01,Rare Holo V,Pokémon,"Basic, V",Lightning,170,PLANETA Igarashi,1.15
Granbull,Darkness Ablaze,Sword & Shield,2020/08/14,Rare,Pokémon,Stage 1,Psychic,130,SATOSHI NAKAI,0.2
Scorbunny,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Fire,60,Akira Komayama,1.83
Woobat,Vivid Voltage,Sword & Shield,2020/11/13,Common,Pokémon,Basic,Psychic,60,sui,0.07
Pincurchin,Sword & Shield,Sword & Shield,2020/02/07,Common,Pokémon,Basic,Lightning,80,Akira Komayama,0.07
Lunatone,Darkness Ablaze,Sword & Shield,2020/08/14,Uncommon,Pokémon,Basic,Psychic,90,Miki Tanaka,0.06
Vaporeon,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Stage 1,Water,110,so-taro,6.77
Morpeko,Sword & Shield,Sword & Shield,2020/02/07,Rare,Pokémon,Basic,Lightning,90,Megumi Mizutani,0.81
Morpeko,Rebel Clash,Sword & Shield,2020/05/01,Uncommon,Pokémon,Basic,Lightning,80,Kouki Saitou,0.52
Swoobat,Vivid Voltage,Sword & Shield,2020/11/13,Uncommon,Pokémon,Stage 1,Psychic,100,Kagemaru Himeno,0.26
Sobble,SWSH Black Star Promos,Sword & Shield,2019/11/15,Promo,Pokémon,Basic,Water,60,Akira Komayama,5.96
Clefairy,Rebel Clash,Sword & Shield,2020/05/01,Common,Pokémon,Basic,Psychic,60,sowsow,0.97
