set,series,rarity,subtypes,types,hp,artist,market_price_usd,log_market_price,release_year
Darkness Ablaze,Sword & Shield,Common,Basic,Water,70,Saya Tsuruta,0.04,0.039220713153281295,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Water,130,Anesaki Dynamic,1.7,0.9932517730102834,2019
Sword & Shield,Sword & Shield,Common,Basic,Water,70,Hitoshi Ariga,0.32,0.2776317365982795,2020
Rebel Clash,Sword & Shield,Rare Holo VMAX,VMAX,Water,320,5ban Graphics,1.67,0.9820784724121581,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Water,140,Masakazu Fukuda,0.34,0.29266961396282,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Lightning,120,SATOSHI NAKAI,0.27,0.23901690047049992,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Fire,130,nagimiso,1.28,0.8241754429663495,2019
Rebel Clash,Sword & Shield,Rare,Basic,Water,110,Mitsuhiro Arita,0.47,0.3852624007906449,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Water,90,Naoki Saito,0.87,0.6259384308664953,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Water,30,sui,0.05,0.04879016416943201,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Water,90,Mizue,0.19,0.173953307123438,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Colorless,210,5ban Graphics,0.55,0.4382549309311553,2019
Rebel Clash,Sword & Shield,Common,Basic,Water,60,Mina Nakai,0.28,0.2468600779315258,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Water,70,Tomokazu Komiya,0.38,0.32208349916911333,2020
Vivid Voltage,Sword & Shield,Common,Basic,Lightning,60,Saya Tsuruta,0.07,0.06765864847381481,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Water,130,Masakazu Fukuda,0.09,0.08617769624105233,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Lightning,110,0313,0.06,0.058268908123975775,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Fire,220,5ban Graphics,12.41,2.5960006972935874,2019
Rebel Clash,Sword & Shield,Rare,Stage 1,Water,120,Kouki Saitou,0.48,0.3920420877760237,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 2,Water,160,Kagemaru Himeno,0.61,0.4762341789963716,2020
Sword & Shield,Sword & Shield,Rare,Stage 2,Water,160,Akira Komayama,0.33,0.2851789422336624,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Water,130,Megumi Higuchi,7.52,2.1424163408412245,2019
Vivid Voltage,Sword & Shield,Common,Basic,Lightning,40,Sumiyoshi Kizuki,0.14,0.1310282624064041,2020
Rebel Clash,Sword & Shield,Rare Holo,Basic,Water,120,Kagemaru Himeno,0.64,0.49469624183610705,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Stage 1,Water,150,Hitoshi Ariga,1.35,0.8544153281560676,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Water,210,PLANETA Tsuji,1.29,0.8285518175661483,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Water,150,Shin Nagasawa,0.87,0.6259384308664953,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Psychic,110,Shibuzoh.,128.35,4.862521908632038,2019
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Lightning,90,Shigenori Negishi,0.11,0.10436001532424277,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,80,Mina Nakai,0.07,0.06765864847381481,2020
Rebel Clash,Sword & Shield,Common,Basic,Lightning,50,Hasegawa Saki,0.03,0.0295588022415444,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Water,130,Hitoshi Ariga,0.19,0.173953307123438,2020
Vivid Voltage,Sword & Shield,Common,Basic,Lightning,40,sowsow,0.07,0.06765864847381481,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Lightning,60,sowsow,0.06,0.058268908123975775,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Fighting,170,SATOSHI NAKAI,4.88,1.7715567619105355,2019
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Fighting,160,Shigenori Negishi,1.25,0.8109302162163288,2019
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Lightning,90,Tomokazu Komiya,0.45,0.37156355643248307,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Lightning,90,otumami,0.08,0.07696104113612832,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Lightning,90,Masakazu Fukuda,0.21,0.1906203596086497,2020
Sword & Shield,Sword & Shield,Rare,Basic,Water,110,Shin Nagasawa,0.21,0.1906203596086497,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Psychic,200,PLANETA Igarashi,0.8,0.5877866649021191,2019
Darkness Ablaze,Sword & Shield,Rare,Stage 2,Lightning,150,kodama,0.24,0.2151113796169455,2020
Rebel Clash,Sword & Shield,Common,Basic,Lightning,90,Midori Harada,0.27,0.23901690047049992,2020
Vivid Voltage,Sword & Shield,Rare,Stage 2,Lightning,160,tetsuya koizumi,0.04,0.039220713153281295,2020
Sword & Shield,Sword & Shield,Common,Basic,Water,50,Mina Nakai,0.13,0.12221763272424921,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Lightning,60,Yumi,0.06,0.058268908123975775,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 1,Water,90,Kagemaru Himeno,0.41,0.3435897043900769,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Lightning,140,tetsuya koizumi,0.6,0.4700036292457356,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Lightning,170,5ban Graphics,1.51,0.9202827531436926,2019
Vivid Voltage,Sword & Shield,Rare Holo,Basic,Lightning,130,hatachu,0.43,0.3576744442718159,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Lightning,110,nagimiso,0.35,0.30010459245033805,2020
Vivid Voltage,Sword & Shield,Rare Holo,Basic,Lightning,100,so-taro,0.52,0.41871033485818504,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Darkness,220,5ban Graphics,1.02,0.7030975114131134,2019
Sword & Shield,Sword & Shield,Common,Basic,Lightning,60,Ryuta Fuse,0.71,0.5364933705145685,2020
Rebel Clash,Sword & Shield,Common,Basic,Lightning,60,Uta,0.33,0.2851789422336624,2020
Champion's Path,Sword & Shield,Rare Ultra,"Basic, V",Water,210,aky CG Works,1.43,0.8878912573524571,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Psychic,110,sui,10.65,2.4553061800117097,2019
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Lightning,210,Ayaka Yoshida,0.85,0.6151856390902335,2020
Vivid Voltage,Sword & Shield,Uncommon,Basic,Lightning,80,Kouki Saitou,0.24,0.2151113796169455,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Lightning,130,Hasuno,0.26,0.23111172096338664,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Lightning,90,ryoma uratsuka,0.29,0.2546422183735807,2020
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,60,HYOGONOSUKE,0.39,0.3293037471426004,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Darkness,160,Hasuno,1.54,0.9321640810304452,2019
Champion's Path,Sword & Shield,Rare Ultra,"Basic, V",Psychic,210,PLANETA Mochizuki,4.8,1.7578579175523736,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 2,Lightning,160,Hasuno,0.43,0.3576744442718159,2020
Sword & Shield,Sword & Shield,Common,Basic,Lightning,70,Sumiyoshi Kizuki,0.07,0.06765864847381481,2020
Champion's Path,Sword & Shield,Rare Ultra,"Basic, V",Psychic,190,5ban Graphics,1.89,1.0612565021243408,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Basic,Lightning,110,Hasuno,0.39,0.3293037471426004,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Metal,130,Kazuma Koda,1.85,1.0473189942805592,2019
Sword & Shield,Sword & Shield,Common,Basic,Lightning,60,Yukiko Baba,0.05,0.04879016416943201,2020
Rebel Clash,Sword & Shield,Common,Basic,Lightning,70,0313,0.26,0.23111172096338664,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Psychic,100,Saya Tsuruta,0.65,0.5007752879124893,2020
Vivid Voltage,Sword & Shield,Uncommon,Basic,Psychic,90,sowsow,0.14,0.1310282624064041,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Lightning,190,Ryota Murayama,5.62,1.890095369948917,2019
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Lightning,110,SATOSHI NAKAI,0.24,0.2151113796169455,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Lightning,120,Naoyo Kimura,0.19,0.173953307123438,2020
Champion's Path,Sword & Shield,Rare Ultra,"Basic, V",Fighting,210,PLANETA Igarashi,1.36,0.8586616190375187,2020
Vivid Voltage,Sword & Shield,Rare,Basic,Psychic,30,Tomokazu Komiya,0.64,0.49469624183610705,2020
Sword & Shield,Sword & Shield,Common,Basic,Lightning,50,Motofumi Fujiwara,0.05,0.04879016416943201,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Lightning,90,Masakazu Fukuda,0.18,0.16551443847757338,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Lightning,70,Akira Komayama,0.27,0.23901690047049992,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Darkness,220,5ban Graphics,1.29,0.8285518175661483,2019
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,60,Miki Tanaka,0.26,0.23111172096338664,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 2,Lightning,150,kawayoo,0.53,0.4252677354043441,2020
Champion's Path,Sword & Shield,Rare Rainbow,VMAX,Fire,330,aky CG Works,233.74,5.458478518671978,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Stage 1,Lightning,120,Shin Nagasawa,0.47,0.3852624007906449,2020
SWSH Black Star Promos,Sword & Shield,Promo,"Basic, V",Colorless,190,Kagemaru Himeno,6.13,1.9643112344262046,2019
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Lightning,100,otumami,0.36,0.3074846997479606,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Basic,Lightning,80,Shin Nagasawa,0.3,0.26236426446749106,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 2,Fire,170,NC Empire,580.92,6.366332981238679,2019
Vivid Voltage,Sword & Shield,Rare,Stage 1,Psychic,90,kodama,0.38,0.32208349916911333,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Lightning,200,aky CG Works,1.36,0.8586616190375187,2020
Champion's Path,Sword & Shield,Rare Rainbow,VMAX,Water,320,aky CG Works,6.6,2.028148247292285,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Lightning,200,PLANETA Tsuji,1.03,0.708035793053696,2020
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,60,nagimiso,0.12,0.11332868530700317,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Lightning,160,Misa Tsutsui,0.73,0.5481214085096876,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Fighting,150,Eri Yamaki,3.9,1.589235205116581,2019
Sword & Shield,Sword & Shield,Common,Basic,Lightning,70,Akira Komayama,0.41,0.3435897043900769,2020
Champion's Path,Sword & Shield,Rare Rainbow,VMAX,Psychic,320,5ban Graphics,19.31,3.011113375592293,2020
Rebel Clash,Sword & Shield,Common,Basic,Lightning,70,nagimiso,0.34,0.29266961396282,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Stage 1,Lightning,130,Hitoshi Ariga,2.0,1.0986122886681096,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Psychic,90,Kazuma Koda,0.1,0.09531017980432487,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Psychic,70,Motofumi Fujiwara,0.4,0.33647223662121295,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Lightning,130,TOKIYA,0.41,0.3435897043900769,2020
Sword & Shield,Sword & Shield,Common,Basic,Lightning,70,Saya Tsuruta,0.08,0.07696104113612832,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Colorless,130,Narumi Sato,229.56,5.440511132251212,2019
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Psychic,120,Lee HyunJung,0.34,0.29266961396282,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Colorless,130,kodama,44.12,3.8093256071898036,2019
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Lightning,210,5ban Graphics,1.17,0.7747271675523681,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 1,Lightning,130,Misa Tsutsui,0.44,0.36464311358790924,2020
Vivid Voltage,Sword & Shield,Rare Holo,Stage 2,Psychic,150,Shigenori Negishi,0.33,0.2851789422336624,2020
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Psychic,180,PLANETA Mochizuki,6.85,2.060513531794317,2020
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,70,Asako Ito,0.47,0.3852624007906449,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Grass,60,Akira Komayama,1.13,0.7561219797213337,2019
Rebel Clash,Sword & Shield,Rare Holo VMAX,VMAX,Lightning,320,5ban Graphics,4.8,1.7578579175523736,2020
Champion's Path,Sword & Shield,Rare Secret,"Basic, V",Fire,220,5ban Graphics,261.05,5.568535325248176,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Psychic,80,otumami,0.08,0.07696104113612832,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 1,Lightning,120,Kouki Saitou,0.36,0.3074846997479606,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Lightning,170,PLANETA Igarashi,1.15,0.7654678421395714,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Psychic,130,SATOSHI NAKAI,0.2,0.18232155679395462,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Fire,60,Akira Komayama,1.83,1.0402767116551463,2019
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,60,sui,0.07,0.06765864847381481,2020
Sword & Shield,Sword & Shield,Common,Basic,Lightning,80,Akira Komayama,0.07,0.06765864847381481,2020
Darkness Ablaze,Sword & Shield,Uncommon,Basic,Psychic,90,Miki Tanaka,0.06,0.058268908123975775,2020
SWSH Black Star Promos,Sword & Shield,Promo,Stage 1,Water,110,so-taro,6.77,2.050270164379556,2019
Sword & Shield,Sword & Shield,Rare,Basic,Lightning,90,Megumi Mizutani,0.81,0.5933268452777344,2020
Rebel Clash,Sword & Shield,Uncommon,Basic,Lightning,80,Kouki Saitou,0.52,0.41871033485818504,2020
Vivid Voltage,Sword & Shield,Uncommon,Stage 1,Psychic,100,Kagemaru Himeno,0.26,0.23111172096338664,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Water,60,Akira Komayama,5.96,1.9401794743463283,2019
Rebel Clash,Sword & Shield,Common,Basic,Psychic,60,sowsow,0.97,0.6780335427498971,2020
SWSH Black Star Promos,Sword & Shield,Promo,Basic,Lightning,60,The Pokémon Company Art Team,414.17,6.028688074905949,2019
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,60,Mizue,0.06,0.058268908123975775,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Lightning,170,5ban Graphics,1.14,0.76080582903376,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Psychic,60,Mizue,0.08,0.07696104113612832,2020
Sword & Shield,Sword & Shield,Rare Holo VMAX,VMAX,Lightning,300,5ban Graphics,3.75,1.55814461804655,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Psychic,80,sowsow,0.31,0.27002713721306015,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Psychic,90,Naoyo Kimura,0.33,0.2851789422336624,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 1,Psychic,110,miki kudo,1.62,0.9631743177730056,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 2,Psychic,140,Eri Yamaki,0.45,0.37156355643248307,2020
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,70,Yuka Morii,0.64,0.49469624183610705,2020
Rebel Clash,Sword & Shield,Common,Basic,Psychic,60,Naoyo Kimura,0.33,0.2851789422336624,2020
Sword & Shield,Sword & Shield,Common,Basic,Psychic,70,Saya Tsuruta,0.28,0.2468600779315258,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Psychic,90,Ryuta Fuse,0.11,0.10436001532424277,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Psychic,120,so-taro,0.4,0.33647223662121295,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Psychic,100,You Iribi,1.51,0.9202827531436926,2020
Vivid Voltage,Sword & Shield,Rare Holo,Basic,Psychic,130,Kagemaru Himeno,0.53,0.4252677354043441,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Psychic,150,Anesaki Dynamic,0.06,0.058268908123975775,2020
Sword & Shield,Sword & Shield,Common,Basic,Psychic,60,Taira Akitsu,0.15,0.13976194237515868,2020
Vivid Voltage,Sword & Shield,Rare Holo,Basic,Psychic,90,Sanosuke Sakuma,0.18,0.16551443847757338,2020
Rebel Clash,Sword & Shield,Common,Basic,Psychic,80,Mitsuhiro Arita,0.36,0.3074846997479606,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 1,Psychic,100,Kagemaru Himeno,0.62,0.4824261492442927,2020
Darkness Ablaze,Sword & Shield,Uncommon,Basic,Psychic,70,Shibuzoh.,0.57,0.4510756193602167,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Psychic,70,HYOGONOSUKE,0.2,0.18232155679395462,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 2,Psychic,110,Eri Yamaki,13.87,2.6993457604720636,2020
Vivid Voltage,Sword & Shield,Common,Basic,Psychic,50,Kouki Saitou,0.3,0.26236426446749106,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Psychic,60,Suwama Chiaki,0.14,0.1310282624064041,2020
Rebel Clash,Sword & Shield,Rare,Basic,Psychic,110,Naoyo Kimura,0.48,0.3920420877760237,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Psychic,220,Ayaka Yoshida,1.29,0.8285518175661483,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Psychic,90,Kagemaru Himeno,0.29,0.2546422183735807,2020
Rebel Clash,Sword & Shield,Common,Basic,Psychic,80,Yuka Morii,0.3,0.26236426446749106,2020
Sword & Shield,Sword & Shield,Common,Basic,Psychic,70,Asako Ito,0.34,0.29266961396282,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Psychic,140,Hasuno,0.08,0.07696104113612832,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Psychic,110,Misa Tsutsui,0.29,0.2546422183735807,2020
Vivid Voltage,Sword & Shield,Amazing Rare,Basic,Psychic,110,Shin Nagasawa,5.49,1.8702625307159986,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fighting,70,Mina Nakai,0.35,0.30010459245033805,2020
Rebel Clash,Sword & Shield,Common,Basic,Psychic,60,Mina Nakai,0.34,0.29266961396282,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Psychic,120,MAHOU,0.44,0.36464311358790924,2020
Darkness Ablaze,Sword & Shield,Rare,Basic,Psychic,70,Ryota Murayama,0.39,0.3293037471426004,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Fighting,120,otumami,0.35,0.30010459245033805,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Psychic,80,kirisAki,0.14,0.1310282624064041,2020
Sword & Shield,Sword & Shield,Common,Basic,Psychic,30,Saya Tsuruta,0.31,0.27002713721306015,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Psychic,60,Shin Nagasawa,0.26,0.23111172096338664,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 2,Psychic,150,Kagemaru Himeno,0.48,0.3920420877760237,2020
Vivid Voltage,Sword & Shield,Uncommon,Basic,Fighting,70,Mizue,0.15,0.13976194237515868,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Psychic,30,Kouki Saitou,0.08,0.07696104113612832,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fighting,70,Shibuzoh.,0.39,0.3293037471426004,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Psychic,180,5ban Graphics,1.08,0.7323678937132266,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Psychic,60,kirisAki,0.05,0.04879016416943201,2020
Rebel Clash,Sword & Shield,Common,Basic,Psychic,50,Mina Nakai,0.23,0.20701416938432615,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Fighting,150,Hasegawa Saki,0.37,0.31481073984003355,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fighting,50,Hideki Ishikawa,0.37,0.31481073984003355,2020
Vivid Voltage,Sword & Shield,Uncommon,Basic,Fighting,90,Sanosuke Sakuma,0.09,0.08617769624105233,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Psychic,110,Mizue,0.94,0.6626879730752367,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,60,Hasegawa Saki,0.21,0.1906203596086497,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Fighting,90,Yukiko Baba,0.34,0.29266961396282,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fighting,70,Sanosuke Sakuma,0.06,0.058268908123975775,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Fighting,90,Kyoko Umemoto,0.56,0.44468582126144574,2020
Rebel Clash,Sword & Shield,Uncommon,Basic,Psychic,100,Mizue,0.07,0.06765864847381481,2020
Vivid Voltage,Sword & Shield,Rare Holo,Basic,Fighting,130,nagimiso,0.24,0.2151113796169455,2020
Rebel Clash,Sword & Shield,Common,Basic,Psychic,60,Akira Komayama,0.36,0.3074846997479606,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Psychic,90,Kouki Saitou,0.35,0.30010459245033805,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fighting,70,ryoma uratsuka,0.09,0.08617769624105233,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Fighting,80,Sekio,0.27,0.23901690047049992,2020
Sword & Shield,Sword & Shield,Uncommon,Basic,Fighting,120,Shigenori Negishi,0.24,0.2151113796169455,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 2,Psychic,150,Shin Nagasawa,0.61,0.4762341789963716,2020
Darkness Ablaze,Sword & Shield,Rare Holo,Stage 2,Fighting,180,nagimiso,0.65,0.5007752879124893,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fighting,70,Yuka Morii,0.36,0.3074846997479606,2020
Rebel Clash,Sword & Shield,Rare Holo V,"Basic, V",Psychic,210,aky CG Works,1.69,0.9895411936137477,2020
Sword & Shield,Sword & Shield,Uncommon,Basic,Fighting,120,Shigenori Negishi,1.09,0.7371640659767197,2020
Vivid Voltage,Sword & Shield,Rare,Basic,Fighting,140,NC Empire,0.23,0.20701416938432615,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,100,Sekio,0.29,0.2546422183735807,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fighting,60,Asako Ito,0.65,0.5007752879124893,2020
Rebel Clash,Sword & Shield,Rare Holo VMAX,VMAX,Psychic,320,aky CG Works,4.37,1.6808279085207734,2020
Vivid Voltage,Sword & Shield,Rare Holo,Basic,Fighting,150,Ryuta Fuse,0.37,0.31481073984003355,2020
Darkness Ablaze,Sword & Shield,Uncommon,Stage 1,Fighting,80,Sumiyoshi Kizuki,0.05,0.04879016416943201,2020
Rebel Clash,Sword & Shield,Common,Basic,Fighting,80,Akira Komayama,0.33,0.2851789422336624,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,90,sui,0.28,0.2468600779315258,2020
Sword & Shield,Sword & Shield,Uncommon,Stage 1,Fighting,120,KEIICHIRO ITO,0.44,0.36464311358790924,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fighting,70,Eri Yamaki,0.09,0.08617769624105233,2020
Rebel Clash,Sword & Shield,Rare Holo,Stage 1,Fighting,130,You Iribi,0.72,0.5423242908253616,2020
Sword & Shield,Sword & Shield,Rare Holo,Stage 2,Fighting,190,Satoshi Shirai,0.36,0.3074846997479606,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 2,Fighting,150,hatachu,0.54,0.43178241642553783,2020
Darkness Ablaze,Sword & Shield,Uncommon,Basic,Fighting,90,Miki Tanaka,0.07,0.06765864847381481,2020
Sword & Shield,Sword & Shield,Uncommon,Basic,Fighting,100,Yukiko Baba,0.19,0.173953307123438,2020
Rebel Clash,Sword & Shield,Common,Basic,Fighting,80,Miki Tanaka,0.24,0.2151113796169455,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Fighting,120,Anesaki Dynamic,0.38,0.32208349916911333,2020
Rebel Clash,Sword & Shield,Common,Basic,Fighting,70,Yukiko Baba,0.05,0.04879016416943201,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fighting,80,Naoyo Kimura,0.04,0.039220713153281295,2020
Rebel Clash,Sword & Shield,Uncommon,Stage 1,Fighting,110,Suwama Chiaki,0.05,0.04879016416943201,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fighting,100,Shin Nagasawa,0.04,0.039220713153281295,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,70,Uta,0.27,0.23901690047049992,2020
Vivid Voltage,Sword & Shield,Rare,Stage 1,Fighting,140,tetsuya koizumi,0.25,0.22314355131420976,2020
Rebel Clash,Sword & Shield,Common,Basic,Fighting,70,Atsuko Nishida,0.26,0.23111172096338664,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Fighting,150,KEIICHIRO ITO,0.41,0.3435897043900769,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,60,Miki Tanaka,0.21,0.1906203596086497,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Fighting,120,Tomokazu Komiya,0.35,0.30010459245033805,2020
Darkness Ablaze,Sword & Shield,Rare Holo V,"Basic, V",Fighting,230,Eske Yoshinob,0.76,0.5653138090500605,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Fighting,140,kawayoo,0.47,0.3852624007906449,2020
Vivid Voltage,Sword & Shield,Rare Holo V,"Basic, V",Fighting,220,5ban Graphics,0.66,0.5068176023684519,2020
Sword & Shield,Sword & Shield,Rare Holo V,"Basic, V",Fighting,220,PLANETA Tsuji,1.09,0.7371640659767197,2020
Darkness Ablaze,Sword & Shield,Rare,Stage 1,Fighting,130,0313,0.2,0.18232155679395462,2020
Darkness Ablaze,Sword & Shield,Common,Basic,Fighting,110,SATOSHI NAKAI,0.05,0.04879016416943201,2020
Sword & Shield,Sword & Shield,Common,Basic,Fighting,80,Shibuzoh.,0.19,0.173953307123438,2020
Rebel Clash,Sword & Shield,Common,Basic,Fighting,70,Akira Komayama,0.09,0.08617769624105233,2020
Vivid Voltage,Sword & Shield,Rare Holo VMAX,VMAX,Fighting,330,5ban Graphics,1.58,0.9477893989335261,2020
Rebel Clash,Sword & Shield,Rare,Stage 1,Fighting,100,TOKIYA,0.54,0.43178241642553783,2020
Rebel Clash,Sword & Shield,Common,Basic,Fighting,80,Saya Tsuruta,0.25,0.22314355131420976,2020
Vivid Voltage,Sword & Shield,Common,Basic,Fighting,80,Misa Tsutsui,0.05,0.04879016416943201,2020
Sword & Shield,Sword & Shield,Rare,Stage 1,Fighting,150,Masakazu Fukuda,0.44,0.36464311358790924,2020
